review,aesthetics,cost,effectiveness,efficiency,enjoyability,general,learnability,reliability,safety,security
Nó thật là làm mình bực mình.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tôi rất hối hận vì đã mua chúng.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tôi đã gỡ cài đặt trò chơi và cài đặt lại.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sử dụng sức mạnh lười biếng bên trong bạn hoặc gì đó và làm điều đó nếu bạn có thể hoặc bỏ qua điều này để tôi có thể nhận được imp.,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Điều này cũng áp dụng cho các lời đề nghị đổi chác, nếu người chơi màu xanh lá cây cố gắng trao đổi với người chơi màu hồng; người chơi màu hồng có thể đề nghị đổi chác lại, mỗi lời đề nghị đó đều được tính là một lời đề nghị.",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"), có những nhân vật thú vị, và thưởng thức việc chạy trong đường hầm tàu điện ngầm.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Sau đó lại mất thêm 2 lượt để mở một món quà vì chiến thắng... nó không bao giờ dừng lại!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Tôi sẽ giới thiệu trò chơi này cho bất kỳ ai đang cảm thấy chán chường, đặc biệt trong những thời gian điên rồ này.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Mục đích chính của trò chơi, như tôi đã nói, là sự dối trá và trung thực mà không thể sử dụng với hệ thống chat mới.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Bất cứ khi nào tôi muốn chơi một trò chơi vui vẻ, đây luôn là lựa chọn đầu tiên của tôi.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Mọi ngày chán chường, ảm đạm tức thì thay đổi ngay khi khởi động ứng dụng kiệt tác này.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Khi tôi đi đào than, nó đã cho tôi các khối quặng thay vì chỉ có than.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mặc dù nó có một số lỗi, tôi vẫn yêu thích nó.",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tôi biết điều này được thực hiện với một lý do tốt và nó được dự định để làm cho mọi thứ trở nên dễ dàng hơn, nhưng thực sự nó không như vậy.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Sau năm phút, tôi vẫn còn phải nhấp liên tục vào nút và tôi phải rời đi để giải quyết vấn đề.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Tôi chỉ có ít tiền để tiêu nên tôi hiếm khi mua ""các hỗ trợ"" nhưng tôi thường viết đánh giá khi tôi thích một trò chơi và nói với bạn bè để họ thử chơi.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Điều này cực kỳ bất tiện khi tôi chỉ muốn chơi một mình ngoại tuyến.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Tôi đã thử gỡ cài đặt và cài đặt lại, tôi đã đảm bảo rằng tôi đang sử dụng phiên bản mới nhất, và tôi đã kiểm tra hệ điều hành của mình đang cập nhật.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nhưng điều này, nói ít ra thì cũng chỉ là buồn.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Tất cả các quảng cáo tôi thấy về trò chơi này đều giả mạo.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Tôi có bằng chứng rằng tôi đã mua gói kỳ nghỉ.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Xác nhận loại bỏ"" có nghĩa là khi ai đó bị bầu ra, nó sẽ hiển thị “(đặt bất cứ thứ gì ở đây) không phải là Kẻ phá hoại.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"4 nếu bạn sử dụng hết tất cả các ngôi nhà đến nỗi không còn gì trong kho dự trữ, và sau đó bán một khách sạn, thêm các ngôi nhà sẽ tự xuất hiện.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Bây giờ tôi không chắc chắn hoàn toàn nếu đây là một lỗi hay sự cố nên có thể nó không là gì nhưng nó làm phiền tôi.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Mặt khác, có một số hashtag vô lý được đánh dấu trên một từ mà thậm chí không hề tồi!",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Nó hơi nhàm chán...,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mọi thứ trông và nghe rất mượt mà.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trò chơi này là trò chơi hay nhất mà tôi đã từng chơi trong cuộc đời mình.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Hy vọng bạn sẽ đồng ý và lắng nghe tôi!,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Tôi đã mất HÀNG TUẦN để vượt qua cốt truyện vô lý đó.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tôi chơi khi thanh đo đói chưa tồn tại.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Tuy nhiên, tôi rất buồn và tức giận về những gì trò chơi này đã làm với điểm số của tôi và tôi chỉ không biết làm thế nào để sửa nó.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Có cách nào tôi có thể chứng minh tôi đã ở đó và nhận bộ bài miễn phí không?,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nếu bạn mới bắt đầu chơi Minecraft, hãy tiếp tục chơi, bạn sẽ không hối hận một chút nào.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Thêm vào đó, thế giới mà tôi đang cố gắng tham gia thậm chí không có thành tích Xbox.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
"Các quảng cáo khác là để nhận thưởng, điều đó làm cho nó đáng giá.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Mất rất nhiều thời gian để kiếm được phần thưởng, chỉ cho bạn ba chìa khóa, nếu may mắn thì năm.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cũng như khi mọi người nói những điều không phù hợp như những điều riêng tư với những người lạ.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Bạn bắt đầu bằng việc phạm tội sau đó cảnh sát đuổi theo bạn, điều này rất vui!",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"😠Nếu tôi có thể, tôi sẽ đánh giá trò chơi này 0 điểm!",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Bạn không có lựa chọn nào sau vài phút ngoại trừ việc bỏ cuộc chơi.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tôi đã được làm Thủy thủ hầu hết thời gian.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Có tùy chọn hiển thị hình ảnh không?,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bạn có thể trở thành một trong những người biểu diễn xuất sắc nhất.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Tôi đã thử chơi với bạn bè, và tất cả các ứng dụng tôi đã mua đều biến mất.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Họ cũng không có bất kỳ hệ thống giao tiếp nào để bạn có thể nói chuyện với đối thủ của mình.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vì vậy, nếu người chơi Subway Surfers đọc được điều này, hãy chắc chắn thực hiện một số thay đổi cho trò chơi vì tôi biết TẤT CẢ.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Chúng tôi không có nhiều thời gian dành cho gia đình.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Một điều tốt được thêm vào trò chơi là tùy chọn xem quảng cáo để nhận xu.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vui lòng loại bỏ tính năng này, vì nó chỉ gây phiền phức, đặc biệt là khi cố gắng liên tục tải lại trò chơi của bạn do lỗi đã nêu ở trên.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Tôi chỉ nghĩ rằng chúng hơi đắt một chút.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Heads-up là trò chơi hoàn hảo cho trẻ em hoặc cả gia đình khi bạn đang di chuyển, đêm chơi game gia đình, hoặc thậm chí khi đang xếp hàng chờ đợi tại công viên trò chơi.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Làm ơn, làm ơn, làm ơn hãy tạo ra cách để tôi có thể tự đăng nhập vào tài khoản mà tôi đã tạo sau khi đóng ứng dụng và mở lại nó.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tôi thực sự thất vọng về ứng dụng này bởi đây thực sự là LẦN THỨ HAI tôi thử nó.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Trò chơi đầu tiên tôi chơi, tôi đã đặt đối thủ của mình ở mức trung bình.",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
"Và đối với những người chưa từng chơi trò chơi này, tôi thực sự đề nghị nó cho bất kỳ ai thuộc mọi giới tính hay độ tuổi nào.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Như vậy, bạn có thể thảo luận kế hoạch với những kẻ mạo danh khác và chiến thắng một cách tốt hơn và có chiến lược hơn.",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Tôi vẫn sẽ chơi, nhưng bạn sẽ mất hứng thú với cốt truyện do sự thất vọng về các cấp độ của trò chơi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Tôi thích cách bây giờ bạn có thể dừng các giao dịch khi bạn đã có một lời đề nghị và không muốn bán một bất động sản trong lượt đó.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Tin tức nhanh cho mọi người... giống như mọi thứ khác trên internet, các nhà phát triển chỉ muốn làm đầy túi tiền của họ và không gì nữa.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Đây từng là một trong những trò chơi yêu thích của tôi khi đi dự tiệc.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Tôi hiểu rằng những điều này có thể khó để thực hiện nhưng tôi thật sự nghĩ rằng chúng sẽ làm cho trò chơi trở nên thú vị hơn.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Đây sẽ là lần thứ ba tôi viết đánh giá và vẫn chưa có gì được đăng lên hoặc nhận được bất kỳ phản hồi nào.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Tôi thích phần chat nhanh mà bạn tạo ra, nhưng tôi thực sự không thích việc chúng ta vẫn không thể gõ bình thường.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vì thế vào thời điểm hiện tại, đây là một ứng dụng vô ích.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Tôi cũng nhớ ngày khi Microsoft mua Mojang, hay họ đã mua Minecraft?",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Ngoài ra, còn có các quảng cáo xuất hiện bất ngờ.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Tôi đã chi tiền thật để mua một gói hỗ trợ.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tôi ước rằng nó xuất hiện thường xuyên hơn.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Do đó là ""Phiên bản Pocket"" nhưng giờ đây nếu tôi chơi nó mà không có wi-fi thì nó sẽ bị lỗi.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bạn đang đùa tôi à?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Lần này (kể từ khi tôi tải lại), tôi đã đắm chìm nhiều hơn vào trò chơi, thu thập các nhân vật và bảng điểm, và hoàn thành các thử thách.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Tôi đã tạo ra những bản đồ đua thuyền, và hầu như mọi thứ tôi có thể tưởng tượng.",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Được rồi, điều này đang trở nên khá khó chịu.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Sau khi đăng nhập vào tài khoản Xbox live của tôi, tôi sớm cần phải đến một nơi không có WiFi.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Điều này kéo dài trong vài tuần, nhưng rồi một ngày nó báo là đã bị khóa và tôi phải mua lại City Life từ đầu, tôi rất tức giận.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Từ khi mới bắt đầu, tôi hoàn toàn yêu thích trò chơi này.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Tôi đã kết nối tất cả mọi thứ với đám mây và làm mới.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Lý do tôi xóa nó là vì nó quá chán chường đối với tôi.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Khi bạn nhận được một lợi thế như nam châm tiền xu hoặc đôi giày nảy, một tia sáng nhỏ sẽ bắn ra!",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Và cũng điểm số cao nhất của tôi là 1.4 triệu đã bị giảm xuống còn khoảng 48k 🤦‍♀️.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Cần phải có một hệ thống tốt hơn được đặt ra.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Và đặc biệt, đừng nghĩ đến việc thoát nhanh khỏi ứng dụng vì bất kỳ lý do gì, điều đó chắc chắn sẽ làm bạn bị ngắt kết nối.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Ngoài điều đó, tôi yêu mọi thứ về ứng dụng này - và tôi yêu việc tôi có thể tùy chỉnh các quy tắc!",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
"Innersloth mới đây đã phát hành một bản cập nhật mà tôi chỉ có thể mô tả là tàn phá, phá hủy trò chơi.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Sau đó tôi có thể chơi!,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Bảng chủ đề thật sự rất đẹp.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Tôi không tiêu tiền vào trò này, họ cần thay đổi hệ thống!",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Về cơ bản, tôi chơi trên máy chủ: Thành phố MineVille.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Bất kỳ người chơi nào không phụ thuộc vào tuổi tác đều có cơ hội trốn thoát đến nơi mà trí tưởng tượng của bạn có thể tuôn chảy không ngừng.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Tôi cũng thích cách bạn có thể nhận được chìa khóa bằng cách làm những việc như thu thập 810 đồng xu trong một lần chơi, bạn có thể nhận được 8 chìa khóa.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Diều sẽ làm những gì nó cần làm và bom sẽ không đi và phá hủy nước đi tiếp theo.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Họ có thể gửi ảnh chụp màn hình vào cuộc trò chuyện, giúp củng cố lập trường của họ (có thể cũng giới hạn số lượng ảnh chụp màn hình để không quá mạnh?).",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bây giờ tôi không thể ngừng chơi nó.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Âm nhạc dễ chịu và trò chơi là một cách thư giãn để giết thời gian, ít nhất là ban đầu.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Tôi yêu trò chơi này.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Điều đó tốt, nhưng vấn đề là bạn phải cuộn qua hàng chục và hàng chục bộ bài trống để đến các bộ bài bạn đã trả tiền mua.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Tổng thể tôi thích nó, tôi sẽ chơi nó, tôi sẽ tìm hiểu các yếu tố khác của trò chơi và tôi sẽ giới thiệu nó.",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tôi biết rằng nó được thiết kế để tạo ra một bầu không khí ""thách thức"" nhưng nó quá nặng nề và rõ ràng.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Công việc hoàn thành tốt.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Vô cùng khó chịu vì họ thậm chí không thừa nhận có thể có một vấn đề... không hề có một câu ""hãy để chúng tôi xem xét"".",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Trò chơi thực sự chỉ hoạt động khi nó muốn.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tôi biết rằng họ đã làm điều này để trò chơi có thể an toàn hơn, để mọi người không nói những từ ngữ xấu xa, nhưng điều đó thật khó khăn.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Con cái tôi luôn chơi game và đây cùng với make more là hai trò mà chúng đã thuyết phục tôi chơi!,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Thường là vào giữa ngày hoặc gì đó khi nó xuất hiện và có thể tôi sẽ mất 5 ngày để thắng hai cấp độ và bắt đầu một ngày mới.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Tôi đã thử gửi email cho bộ phận hỗ trợ ứng dụng Head's Up nhiều lần nhưng không nhận được phản hồi.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Điều đó không có nghĩa là nó ổn, bởi vì nếu bạn không nhận ra, nó có thể giết bạn.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"*Có một lỗi là những lá bài nói thanh toán hoặc thu từ người chơi khác, không ảnh hưởng đến người chơi khác.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ứng dụng này tuyệt vời, cùng với bản nhạc nền đẹp đến nỗi khiến người nghe rơi nước mắt.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Chỉ là một cách thú vị để làm cho trò chơi trở nên hấp dẫn hơn một chút.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Việc đó mất thời gian hơn và trò chơi kết thúc chỉ sau vài câu hỏi.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Cộng đồng trong chính trò chơi rất phân biệt chủng tộc, kỳ thị người đồng tính, và nói chung rất độc hại.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Bố tôi đã cố gắng mua nó một lần nữa nhưng cũng không thành công.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hy vọng trong những bản cập nhật sau, bạn sẽ sửa chữa những vấn đề và học hỏi từ trải nghiệm này.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Chức năng chat nhanh chỉ làm cho trò chơi càng thêm rối rắm, nó hạn chế những gì bạn muốn nói.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tôi rất khuyến nghị ứng dụng này!,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Đó là lý do tại sao trò chơi này và tất cả những trò chơi khác giống nó có tỷ lệ thắng thấp (sao & xu).,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Điều mà nhiều người muốn là khả năng kết bạn.,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Tôi đã sử dụng iPhone của mình nhưng iPad tốt hơn đối với số lượng người chơi.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Có, tôi biết có những ưu đãi đặc biệt, và phần thưởng hàng ngày đã sẵn sàng, nhưng còn gì nữa không?",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Trước khi cập nhật, tôi không thể chờ đợi để bản đồ mới ra mắt.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Đó là rất nhiều nhiệm vụ phải làm mà không có nhiều mạng/đồng thưởng!!!,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"(Nhân tiện, nếu bạn là một thành viên và bị giết...",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Thật sự rất vui, nhưng đôi khi nó có thể tệ và khó chịu.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Vui lòng xem xét một số ý tưởng này vì trò chơi rất lớn.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Nếu bạn không thể duy trì trò chơi một cách đúng đắn, thì bạn nên bán nó cho một công ty có thể làm điều đó.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Họ KHÔNG NÊN phải bảo tôi XÓA ứng dụng.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Hãy thay đổi trò chơi trở lại hoặc điều chỉnh cập nhật, xin vui lòng.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bạn không thể nói rằng trò chơi này đã được dàn dựng chống lại người chơi.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tôi và chị gái tôi luôn chơi cùng nhau mà không gặp bất kỳ vấn đề gì!,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Một trong những nhược điểm lớn là cộng đồng chơi game trong ứng dụng.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Chúng tôi thực sự cần một số biểu tượng cảm xúc để thể hiện cảm xúc của mình và làm cho việc trò chuyện với người khác trở nên dễ hơn.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Điều này đã được thực hiện trong tổng cộng hai giờ.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tại sao tôi phải chơi 9 trò chơi chỉ để treo hình??,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Nếu bạn mua một trong những bộ sản phẩm giảm giá của họ, bạn sẽ không thể khôi phục lại chúng.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Trước khi tôi tải ứng dụng này, tôi đã đọc tất cả các đánh giá!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"Menu quá đơn điệu, và rõ ràng là có thể thêm nhiều thứ hơn để làm cho nó thú vị và gây nghiện hơn nhiều.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tôi thực sự khuyên bạn nên tải trò chơi này về điện thoại hoặc iPad của mình ngay bây giờ.,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tổng thể, trò chơi này thật sự rất tuyệt vời!",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Tôi thực sự may mắn vì tôi không sử dụng bất kỳ số tiền nào để mua bất cứ thứ gì.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ví dụ, để mua thêm 5 lượt di chuyển ở cuối một cấp độ khó là 900 đồng xu.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vui lòng sửa điều đó và nếu bạn làm, tôi sẽ đưa ra đánh giá tốt hơn.",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mọi người nói đó là do wifi của tôi kém, nhưng điều đó không đúng bởi vì wifi của tôi hoạt động hoàn hảo.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Tôi đã gửi email cho nhà phát triển ứng dụng một tuần trước nhưng chưa nhận được phản hồi.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Tôi đã mua nó, và tôi vô tình nhấn nút home.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Tổng thể đó là tất cả những gì tôi muốn nói về trò chơi, cảm ơn bạn đã tạo ra trò chơi tuyệt vời này cho các gia đình trên toàn thế giới.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Thật sự nghĩ rằng trò chơi sẽ tập trung nhiều hơn vào việc thiết kế ngôi nhà.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cái đầu tiên bắt đầu khi bạn đạt khoảng 100k điểm, nhưng trở nên phổ biến hơn khi bạn đạt khoảng 250k.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Có thể có một hoặc hai người ""thật"" trong mỗi trò chơi gồm 4 người, nhưng không bao giờ có trò chơi nào toàn 4 người thật.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Ngoài ra, mất rất nhiều thời gian để có được CHÌA KHÓA !!!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"Khi ứng dụng hoạt động, nó tuyệt vời!",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Tôi không ngủ nhiều vào ban đêm nên tôi thường chơi vào lúc đó hoặc trong thời gian rảnh rỗi của mình.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Tôi đã chơi trò chơi này trên iPad mini thế hệ đầu tiên của mình kể từ phiên bản alpha và beta và nó đã hoạt động mượt mà.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Bạn chơi liên tục hàng giờ.,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ĐỪNG MUA ỨNG DỤNG NÀY trừ khi họ bắt đầu thực hiện những thay đổi và cải tiến cho nó.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Người chơi AI thêm một chiều mới.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
